key,value,label,emerlabel,version,sent1,num
topic11,1.133943,cost money; swiftkey keyboard; force close,0,5.0.4.93,1: with each update all color and better a rich choice of topic the possibility of cloud_backup integration with popular_social_network and service greatly_simplify use and make this keyboard itself one of the best android app;<br>2: with each update all color and better a rich choice of topic the possibility of cloud_backup integration with popular_social_network and service greatly_simplify use and make this keyboard itself one of the best android app;<br>3: sometimes lag a bite probably because of my vast personal_dictionary and all those sn;<br>,3
topic11,1.354861,faulty adhesive letter; pinyin input; several time,0,5.0.5.95,1: never intend to stop use swiftkey before be sticky situation as the current font but perhaps soon to change;<br>2: as time go on more and more vietnamese version type letter faulty stick the letter be stick together please_fix it thank;<br>3: but it be seriously totally_unusable on lg_g3 and i ve see a lot_of this on forum and apparently it go worse and worse the longer i write;<br>,4
topic11,1.456679,suggest correction; adhesive letter; word completion,0,5.1.0.60,1: font stick together every uncomfortable truth;<br>2: im_sick with this immediately suggest_correction dih error from be press together despite how then this nhuthes this;<br>3: not to say there be many language how that be not chinese trend can not ignore;<br>,5
topic11,1.065650,phone number; stock android; vietnamese keyboard,phone number; stock android; long time,5.1.1.66,1: good keyboard but lack the equivalent of ctrl a ctrl c ctrl x ctrl_v which other similar keyboard can do;<br>2: meanwhile still learn and sometimes suggest stupidity but so be learn to use the suggest word myself;<br>3: while fill my phone_number in a questionnaire the keyboard should automaticly turn_into keyboard with number but anyway i m very_satisfy;<br>,6
topic11,1.545580,voice recognition; emoji panel; community forum,0,5.1.2.75,1: voice_recognition hot word to start mic and have it work off_line as_well as offline as online since i often travel and work outside of seattle and t mobile be dead service 30_minute outside the city limit or while inside any number of commercial warehouse skyscraper and park_garage;<br>2: outside of the keyboard change the enter_key for the emoji_panel control in certain application such_as hangout and email the program be gold;<br>3: the work stay in the prediction_bar therefore not allow_me to freely type the next word;<br>,7
topic11,0.995771,pinyin input; traditional chinese; number row,0,5.2.0.115,1: after the last_update also make mistake in predict what never do;<br>2: i just do_n't understand_why there be no combination of traditional_chinese with <digit> key pinyin_input please add this in the future;<br>3: the keyboard be great awesome predict topic be great although it would be good to have more free;<br>,8
topic11,0.973661,orange theme; next word prediction; window phone,0,5.2.1.120,1: honestly the best keyboard app run_smoothly and quickly and feel good in use but only 4_star because the design be ugly as otherwise be;<br>2: especially good prediction text for serbian even_though the keyboard layout english;<br>3: update to lollipop make it freeze a lot especially when use fb_messenger and facebook;<br>,9
topic11,1.935195,worst part; pay customer; finger swipe,0,5.2.2.124,1: a little mix_up about language you ca_n't choose one it automatically recognize it but sometimes it correct mistyped word in the wrong language;<br>2: i d really love a simple black_theme with white only character no other color buer use emoji and i never will on top of that if i turn it off it will help my phone better load up the keyboard;<br>3: i ve never use emoji and i never will on top of that if i turn it off it will help my phone better load up the keyboard;<br>,10
topic11,0.820283,color theme; double tap; black theme,0,5.2.2.126,1: by_far the best keyboard available on the android market try it for thirty_day and be immediately hook;<br>2: there be many keyboard available in the play_store but swiftkey be by_far the best;<br>3: better by_far than the keyboard that be instal on lg_g3;<br>,11
topic11,0.813480,predictive word; key press; swiftkey keyboard,0,5.2.2.133,1: prediction be provide however each french word type be underline in red whether it be suggest or not and be not add in personal_dictionary unless i manually_enter them which mean i d have to do it for whole message in french;<br>2: make type a lot easier especially it prediction be absolutely right;<br>3: i delete it think i type it wrong and again auto_correct change a correctly_spell word;<br>,12
topic11,0.839017,magnify glass; predictive word; disable auto correct,0,5.2.2.134,1: the app be do it job perfectly save a lot_of time while type because of swipe functionality and most of all because of it quite intelligent write prediction;<br>2: the app be do it job perfectly save a lot_of time while type because of swipe functionality and most of all because of it quite intelligent write prediction;<br>3: do_n't correct_misspell_word do_n't even have contraction and mess_up the word that be spell_correctly absolutely_horrible i m remove it seriously wish google have a 0_star_rat i have to rewite this so many time so people could understand what i be say;<br>,13
topic11,0.903420,capital letter; assamese language; word prediction,0,5.2.2.139,1: use it for over <digit> day after instal and it do_n't show any sign of adapt to my texting habit;<br>2: i have a hard time use any new device until i get this keyboard instal;<br>3: this be the best keyboard i have ever use whether it <digit>;<br>,14
topic11,2.093762,number row; correct credential; arrow key,0,5.2.3.144,1: i love the change of theme and i love that you put a store for theme that way instead_of release <digit> or <digit> new theme you get like <digit> or <digit> maybe even more;<br>2: i think <digit> team in the pac <digit> deserve a theme too;<br>3: i miss samsung s default_keyboard from my old note <digit> until i find swift;<br>,15
topic11,2.263930,full screen; loyal user; key press,0,5.3.0.124,1: after the recent_update it say unable to load language so sugestions do_n't work anymore;<br>2: now i get error unable to load language predictive_text do_n't work swipe do_n't work;<br>3: after the recent_update it say unable to load language so suggestion do_n't work anymore;<br>,16
